ID;Nome;Sexo;Idade;Estado Civil;Identidade;CPF;Cidade;UF;Região;Nº Filhos;Altura;Peso;Saúde;Signo;Telefone Celular;Uso do Celular;Internet;E-mail;Banco;Saldo em Conta;Cartão de Crédito;Dívida no Cartão;TV;Gosta de Games;Gosta de Filmes;Lê Livros;Casa Própria;Ocupação ou Trabalho;Carro;Marca do Carro;Custo Combustivel Mensal;Comida;Ir ao Restaurante;Fruta;Flor;Animal;Esporte;Time de Futebol;Escola do Filhos;Mensalidade Escola;
id-0000059;Davi Luiz;Masculino;38;Divorciado;M062224701;31054876122;Conceição do Rio Verde;MG;Região Sudeste;0;1,79;62;Alérgico;Câncer;957623438;Celular;Banda Larga;daviluiz_360@terra.com;Bradesco;279246;Visa;Sim;TV por assinatura;Não Gosta;Gosta;Não;Emprestada;Saneamento Ambiental;Kia Carnival;Kia;106;Caldeirada de tucunaré;Não Gosta;Jaracatiá;Vinca;Dugongo;Frescobol;América-MG;Não;x;
id-0000060;Theodore;Masculino;79;Divorciado;R447803303;10949844743;Tibagi;PR;Região Sul;3;1,93;80;Não Alérgico;Libra;928972411;Celular;Wifi;theodore_652@yahoo.com;Itaú;958628;Mastercard;Sim;TV por assinatura;Gosta;Gosta;Toda semana;Própria;Administração Pública;Cobalt;Chevrolet;239;Jabuticaba no pé;Não Gosta;Goiaba ;Calceolária;Veado;Beisebol;Independente-PA;Pública;0;
id-0000061;Laura;Feminino;49;Solteira;M521607674;96509083997;Lagoinha do Piauí;PI;Região Nordeste;2;1,77;82;Alérgica;Aquário;906028261;Whatsapp;Não tem internet;laura@yahoo.com;Itaú;892325;Diners Club;Não;TV por assinatura;Gosta;Gosta;Uma vez por mês;Alugada;Design de Games;MTS;Miura;175;Broa de milho;Gosta;Zimbro ;Bulbine;Golfinho;Futevôlei;José Bonifácio;Particular;501;
id-0000062;Amara;Feminino;76;Casada;Y201624885;62151597020;Guapiara;SP;Região Sudeste;3;1,50;89;Alérgica;Touro;997332085;Whatsapp;Wifi;amara@yahoo.com;Caixa Econômica;220293;American Express;Sim;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Própria;Linguística;1800;Chrysler/Dodge;166;Bolinho de chuva;Não Gosta;Romã ;Calceolária;Furão;Levantamento de Peso;Bandeirante-SP;Particular;556;
id-0000063;Olívia;Feminino;23;Solteira;W709830058;71908710563;Cravolândia;BA;Região Nordeste;2;1,99;78;Não Alérgica;Áries;927175734;Whatsapp;Não tem internet;olivia_928@yahoo.com;Santander;69654;Visa;Sim;TV aberta;Gosta;Gosta;Uma vez por mês;Emprestada;Não tem;Marajó;Chevrolet;320;Pastel de feira;Não Gosta;Umê;Gazânia;Órix;Bodyboard;Nova Iguaçu;Particular;569;
id-0000064;Alexandre;Masculino;57;Solteiro;R548984616;06540242617;Mascote;BA;Região Nordeste;3;1,87;95;Alérgico;Libra;904321164;Whatsapp;Banda Larga;alexandre@terra.com;Bradesco;59988;Hipercard;Não;TV pela internet;Gosta;Gosta;Não;Emprestada;Musicoterapia;X2;BMW;289;Caldinho de feijão;Gosta;Maná;Margarida-do-cabo;Estrela-do-mar;Diversos;Galícia;Particular;463;
id-0000065;Tomás;Masculino;40;Casado;R042931934;55673815426;Tamboara;PR;Região Sul;2;1,51;62;Alérgico;Peixes;963321117;Celular;Banda Larga;tomas_098@terra.com;Itaú;268331;Hipercard;Sim;TV pela internet;Não Gosta;Gosta;Raramente;Alugada;Engenharia Industrial Madeireira;Polo;Volkswagen;285;Beirute;Gosta;Cagaita;Calanchoê;Toupeira;Ginástica;Cachoeiro;Particular;520;
id-0000066;Cassius;Masculino;84;Solteiro;Y767028586;30428531606;Rubiácea;SP;Região Sudeste;4;1,76;74;Não Alérgico;Leão;937059946;Whatsapp;Banda Larga;cassius_328@uol.com;Bradesco;605293;Hipercard;Sim;TV pela internet;Gosta;Não Gosta;Não;Emprestada;Ciências Econômicas;Matra Pick-up;Matra Veículos;206;Broa de fubá;Gosta;Jujuba;Lírio-tocha;Crocodilo;Corrida de Aventura;Flamengo de Arcoverde;Particular;509;
id-0000067;Lara;Feminino;67;Solteira;Y075446718;93447904353;Ponte Alta;SC;Região Sul;2;1,88;106;Alérgica;Áries;960988553;Celular;Não tem internet;lara_117@uol.com;Caixa Econômica;528840;Diners Club;Sim;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Engenharia Industrial Madeireira;Alfa Romeo 2000;Alfa Romeo;233;Bolo de rolo;Não Gosta;Lichia ;Falso-íris;Baleia;Basquete;Cori-Sabbá;Particular;302;
id-0000068;Eli;Masculino;56;Casado;W407053201;68397005478;Mazagão;AP;Região Norte;2;1,68;110;Não Alérgico;Leão;907068200;Whatsapp;4G;eli_193@terra.com;Banco do Brasil;763885;Mastercard;Não;TV aberta;Não Gosta;Não Gosta;Toda semana;Própria;Engenharia de Materiais;MTS;Miura;82;Misto quente;Não Gosta;Marolo;Ciclame;Burro	;Paintball;Gurupi;Pública;0;
id-0000069;Clara;Feminino;48;Solteira;Y091558522;27722140148;Guapiaçu;SP;Região Sudeste;2;1,90;83;Não Alérgica;Aquário;909228065;Celular;Wifi;clara_848@bol.com;Banco do Brasil;272127;Visa;Sim;TV pela internet;Não Gosta;Não Gosta;Toda semana;Própria;Engenharia Acústica;Caravan;Chevrolet;69;Caldo de mocotó;Gosta;Pupunha;Vinca-pendente;Caracol;Boa Forma;Maranguape;Pública;0;
id-0000070;Victor;Masculino;30;Divorciado;W758338522;66710225173;Brasilândia;MS;Região Centro-Oeste;1;1,64;78;Não Alérgico;Libra;982359826;Celular;Wifi;victor@yahoo.com;Caixa Econômica;371882;Diners Club;Não;TV aberta;Gosta;Não Gosta;Não;Própria;Gestão Pública;Camioneta;DKW-Vemag;205;Sem preferência;Não Gosta;Pitomba;Agapanto;Zebra	 	 ;Montanhismo;Moto Club;Pública;0;
id-0000071;Patrícia;Feminino;28;Divorciada;R219035100;62802124466;Avaí;SP;Região Sudeste;4;1,52;99;Não Alérgica;Capricórnio;927987568;Whatsapp;Não tem internet;patricia@gmail.com;Bradesco;981538;Mastercard;Sim;TV aberta;Gosta;Gosta;Toda semana;Alugada;Jornalismo;Itaipu;Gurgel;186;Pato no tucupi;Não Gosta;Jamelão;Begônia;Abelha;Badminton;Roma-PR;Particular;448;
id-0000072;Hélio;Masculino;76;Solteiro;M486952411;61708349270;Regente Feijó;SP;Região Sudeste;4;1,86;86;Não Alérgico;Libra;970248449;Whatsapp;Banda Larga;helio@gmail.com;Santander;170566;Mastercard;Sim;TV aberta;Não Gosta;Gosta;Toda semana;Própria;Produção Cultural;Range Rover Sport;Land Rover;268;Virado à Paulista;Gosta;Cajá;Crista-plumos;Dugongo;Peteca;Osvaldo Cruz;Pública;0;
id-0000073;Edivaldo;Masculino;79;Casado;M204622389;23760152334;Teotônio Vilela;AL;Região Nordeste;4;1,58;108;Não Alérgico;Capricórnio;979058540;Celular;Banda Larga;edivaldo_381@uol.com;Caixa Econômica;893924;Mastercard;Não;TV pela internet;Gosta;Gosta;Raramente;Alugada;Nutrição;Versa;Nissan;190;Cuscuz paulista;Gosta;Romã ;Margarida-amarela;Camelo;Tamboréu;Doze;Pública;0;
id-0000074;Manuel;Masculino;54;Casado;M749415631;89791563392;Antônio Olinto;PR;Região Sul;4;1,74;88;Alérgico;Leão;963695455;Whatsapp;Não tem internet;manuel_310@uol.com;Bradesco;193772;Visa;Sim;TV por assinatura;Não Gosta;Não Gosta;Toda semana;Alugada;Sistemas Embarcados;Corolla;Toyota;103;Pão de queijo;Não Gosta;Groselha ;Verônica;Pónei;Rodeio;Flamengo-PB;Pública;0;
id-0000075;Maria Fernanda;Feminino;61;Solteira;R853721396;64568234305;São Domingos;SC;Região Sul;0;1,68;107;Não Alérgica;Câncer;966978566;Celular;4G;mariafernanda_369@uol.com;Santander;694477;American Express;Sim;TV aberta;Gosta;Não Gosta;Raramente;Própria;Engenharia da Computação;NX;Lexus;201;Peixe na telha;Não Gosta;Limas Ácida;Tritônia;Gorila;Frescobol;Itália;Não;x;
id-0000076;Pedro Henrique;Masculino;47;Casado;Y034455952;98141049953;Deodápolis;MS;Região Centro-Oeste;1;1,90;82;Não Alérgico;Capricórnio;945568910;Whatsapp;Banda Larga;pedrohenrique_744@uol.com;Caixa Econômica;57527;Mastercard;Não;TV por assinatura;Gosta;Não Gosta;Não;Própria;Engenharia Química;T40 ;JAC;120;Pato no tucupi;Não Gosta;Acerola;Gengibre-concha;Gato;Golf;Atlântico;Pública;0;
id-0000077;Roberto;Masculino;43;Divorciado;M369658236;45708489522;Maravilhas;MG;Região Sudeste;4;1,56;68;Não Alérgico;Sagitário;940654208;Celular;Wifi;roberto_571@yahoo.com;Itaú;47378;American Express;Não;TV por assinatura;Gosta;Gosta;Não;Alugada;Oftálmica;GTB S2;Puma;98;Lasanha de espinafre;Não Gosta;Conde;Lobélia-azul;Não gosta de animais;Paintball;Vitória-ES;Pública;0;
id-0000078;Eloá;Feminino;30;Casada;W413189817;86489174713;Santa Cecília;PB;Região Nordeste;2;1,86;85;Alérgica;Peixes;980930047;Celular;Wifi;eloa_653@yahoo.com;Caixa Econômica;426954;American Express;Não;TV pela internet;Gosta;Gosta;Uma vez por mês;Emprestada;Gestão em Saúde;Teimoso;Willys Overland;259;Melão de Mossoró-RN;Não Gosta;Ilama;Lavanda;Gaivota;Tourada;Socorrense;Particular;356;
id-0000079;Marina;Feminino;58;Solteira;W022147058;34741390244;Piratini;RS;Região Sul;2;1,72;95;Não Alérgica;Leão;958115811;Whatsapp;4G;marina@gmail.com;Banco do Brasil;564464;American Express;Sim;TV aberta;Gosta;Gosta;Não;Alugada;História;2000 JK;FNM;246;Mandioca frita;Gosta;Cabeludinha;Camarão-azul;Leopardo;Futebol;Vocem;Pública;0;
id-0000080;Esther;Feminino;22;Solteira;M927554407;92305371290;Picos;PI;Região Nordeste;4;1,97;84;Não Alérgica;Leão;991440507;Celular;Banda Larga;esther_365@yahoo.com;Bradesco;604270;Diners Club;Sim;TV por assinatura;Gosta;Gosta;Toda semana;Emprestada;Geologia;CLC 200;Mercedes-Benz;151;Doce de abóbora;Gosta;Sapoti;Bulbine;Kouprey;Pólo Aquático;Bahia de Feira;Particular;366;
id-0000081;Paulo;Masculino;84;Solteiro;M352569518;63890989496;Fernando Prestes;SP;Região Sudeste;1;1,60;88;Não Alérgico;Gêmeos;989442326;Celular;Não tem internet;paulo@bol.com;Itaú;342073;American Express;Não;TV por assinatura;Não Gosta;Gosta;Não;Própria;Escrita Criativa;2300 Executivo;Alfa Romeo;223;Acarajé;Não Gosta;Sapucaia;Beijo-de-frade;Pato;Badminton;Ypiranga-PE;Pública;0;
id-0000082;Mia;Feminino;47;Divorciada;R145044187;23917418889;Tanhaçu;BA;Região Nordeste;2;1,73;98;Não Alérgica;Libra;949211777;Celular;Não tem internet;mia@uol.com;Santander;721028;American Express;Sim;TV pela internet;Não Gosta;Gosta;Uma vez por mês;Emprestada;Sistemas de Informação;GTL;Adamo;150;Churrasco grego;Não Gosta;Pistache;Alpínia;Burro	;Sem preferência;Amadense;Pública;0;
id-0000083;Oliver;Masculino;82;Solteiro;R555252906;93945076173;Piracuruca;PI;Região Nordeste;2;1,78;62;Não Alérgico;Gêmeos;960562200;Celular;Wifi;oliver@gmail.com;Santander;122567;Visa;Sim;TV aberta;Não Gosta;Não Gosta;Não;Alugada;Gestão da Tecnologia da Informação;Topazzio;Engerauto;119;Churrasco grego;Não Gosta;Toranja ;Dália;Pónei;Bodyboard;Trairiense;Pública;0;
id-0000084;Juliano;Masculino;39;Solteiro;R641092283;21868608131;Pontal;SP;Região Sudeste;4;1,71;95;Não Alérgico;Gêmeos;933989099;Celular;Não tem internet;juliano@yahoo.com;Caixa Econômica;470143;American Express;Sim;TV por assinatura;Não Gosta;Gosta;Não;Emprestada;Secretariado Executivo;A3 Sedan;Audi;197;Caju castanha;Gosta;Jatobá;Lírio;Hiena;Skate;Campos;Particular;480;
id-0000085;Vilma;Feminino;68;Casada;W231295144;12162984226;Paço do Lumiar;MA;Região Nordeste;4;1,80;75;Alérgica;Escorpião;909866114;Whatsapp;Não tem internet;vilma_549@terra.com;Itaú;834568;Elo;Não;TV pela internet;Não Gosta;Não Gosta;Raramente;Emprestada;Gestão de Seguros;Uno/Mille;Fiat;206;Churrasco;Não Gosta;Laranja ;Bela-emília;Raposa;Rugby;Osvaldo Cruz;Particular;559;
id-0000086;Beatriz;Feminino;49;Divorciada;W678696436;61268948117;Caxingó;PI;Região Nordeste;4;1,69;102;Não Alérgica;Peixes;962568741;Whatsapp;Não tem internet;beatriz@gmail.com;Banco do Brasil;474341;Mastercard;Não;TV por assinatura;Não Gosta;Gosta;Raramente;Emprestada;Engenharia Física;Golf;Volkswagen;309;Furrundum;Não Gosta;Araçá;Laurotino;Tatu;Remo;Viana;Particular;499;
id-0000087;Thea;Feminino;82;Casada;R970455335;81145621891;Mãe do Rio;PA;Região Norte;2;1,52;89;Não Alérgica;Libra;969865794;Whatsapp;Banda Larga;thea_192@gmail.com;Caixa Econômica;637027;Hipercard;Não;TV pela internet;Gosta;Gosta;Toda semana;Emprestada;Psicopedagogia;CR-V;Honda;240;Caldinho de feijão;Não Gosta;Tomate ;Açucena-da-água;Texugo;Navegação;Catania;Pública;0;
id-0000088;Mia;Feminino;71;Casada;M813121140;07697593586;Tejupá;SP;Região Sudeste;4;1,76;108;Não Alérgica;Escorpião;938563854;Whatsapp;4G;mia_503@yahoo.com;Bradesco;857443;Diners Club;Sim;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Própria;Gestão de Seguros;HB20X;Hyundai;101;Cajuzinho;Gosta;Biribá;Gailárdia;Perú;Futebol Americano;Palmeira;Pública;0;
id-0000089;Íris;Feminino;26;Divorciada;M360004151;30125647624;Alto Taquari;MT;Região Centro-Oeste;3;1,98;79;Alérgica;Leão;997118711;Celular;Wifi;iris@bol.com;Itaú;787042;Diners Club;Sim;TV aberta;Não Gosta;Gosta;Uma vez por mês;Alugada;Filosofia;Classe C ;Mercedes-Benz;183;Pé de Moleque;Não Gosta;Pitanga;Calanchoê;Esquilo;Paintball;Ivinhema;Particular;360;
id-0000090;Nathan;Masculino;60;Solteiro;M600284244;54338787770;Baturité;CE;Região Nordeste;0;1,70;74;Alérgico;Touro;959945623;Whatsapp;Não tem internet;nathan_932@gmail.com;Santander;501053;Hipercard;Sim;TV por assinatura;Não Gosta;Não Gosta;Não;Emprestada;Enfermagem;Saga II;Miura;114;Macarrão com frango;Não Gosta;Longan;Cravo;Boi;Esportes de Inverno;Arsenal;Não;x;
id-0000091;José;Masculino;85;Casado;Y770207749;77472862858;Pastos Bons;MA;Região Nordeste;2;1,57;98;Não Alérgico;Touro;917877051;Whatsapp;Banda Larga;jose@outlook.com;Banco do Brasil;857346;Hipercard;Não;TV por assinatura;Gosta;Gosta;Raramente;Própria;Comércio Exterior;Versailles;Ford;122;Torta de liquidicador;Não Gosta;Pupunha;Jasmim-da-índia;Morsa;Pesca;1º de Maio-PE;Pública;0;
id-0000092;Bella;Feminino;81;Solteira;R820668432;09125827216;Sandolândia;TO;Região Norte;4;1,75;98;Não Alérgica;Libra;901272831;Whatsapp;Banda Larga;bella@terra.com;Itaú;933231;Mastercard;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Emprestada;Engenharia Mecânica;XK120 ;Americar;344;Maniçoba;Não Gosta;Fruta-do-conde;Amor-perfeito-dos-jardins;Leão;Atletismo;Suécia;Pública;0;
id-0000093;Lucas Gabriel;Masculino;79;Divorciado;R218235344;36322936654;Quixeré;CE;Região Nordeste;2;1,92;83;Não Alérgico;Aquário;929622767;Celular;Não tem internet;lucasgabriel@yahoo.com;Santander;388852;Hipercard;Sim;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Emprestada;Musicoterapia;Squalo;Dankar;145;Pastel de feira;Não Gosta;Jatobá;Açucena-da-água;Cisne;Esportes de Inverno;Bolívia;Particular;552;
id-0000094;Cristiane;Feminino;27;Solteira;M863885963;02162547467;Leme;SP;Região Sudeste;3;1,84;84;Não Alérgica;Leão;910243270;Celular;Não tem internet;cristiane@bol.com;Bradesco;336765;Visa;Sim;TV aberta;Gosta;Não Gosta;Não;Própria;Gestão da Produção Industrial;MP TD;Lafer;79;Umbu em natura;Não Gosta;Santol;Agapanto;Fuinha;Natação e Saltos Ornamentais;Bolívia;Pública;0;
id-0000095;Sara;Feminino;74;Solteira;M621925928;17955660436;Itarumã;GO;Região Centro-Oeste;2;1,99;100;Não Alérgica;Escorpião;992536307;Whatsapp;Wifi;sara@outlook.com;Bradesco;230513;American Express;Sim;TV pela internet;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Jogos Digitais;Kia Borrego;Kia;167;Caldeirada de tucunaré;Gosta;Sem preferência;Alecrim;Guanaco;Bumerangue;Santacruzense;Particular;355;
id-0000096;Theodoro;Masculino;85;Divorciado;W272960511;97454882179;Leme do Prado;MG;Região Sudeste;3;1,89;103;Não Alérgico;Virgem;976535790;Whatsapp;4G;theodoro@terra.com;Santander;129058;American Express;Não;TV por assinatura;Não Gosta;Gosta;Uma vez por mês;Alugada;Gestão Hospitalar;Bonanza;Chevrolet;165;Café coado no filtro de pano;Gosta;Pitomba;Flor-de-coral;Cisne;Ciclismo;Polônia;Pública;0;
id-0000097;Ana Luiza;Feminino;60;Divorciada;W101109327;40001144435;Serra Redonda;PB;Região Nordeste;0;1,86;69;Não Alérgica;Touro;930415344;Celular;Não tem internet;analuiza@outlook.com;Itaú;606604;Visa;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Própria;Estatística;Meriva ;Chevrolet;269;Broa de fubá;Gosta;Cupuaçu;Vedélia;Avestruz;Sem preferência;Villa Nova;Não;x;
id-0000098;Walter;Masculino;65;Casado;M960031952;57560312286;Botuporã;BA;Região Nordeste;2;1,60;101;Não Alérgico;Peixes;982367881;Celular;Banda Larga;walter@terra.com;Banco do Brasil;920136;Diners Club;Não;TV aberta;Não Gosta;Gosta;Raramente;Própria;Produção Cultural;Spyder;Aldee;332;Sonho de padaria;Não Gosta;Tamarindo;Crino;Foca;Bilhar;Tricordiano;Particular;581;
id-0000099;Theodore;Masculino;33;Divorciado;Y852677212;89200340307;Guaraniaçu;PR;Região Sul;4;1,66;110;Não Alérgico;Touro;944948971;Whatsapp;Banda Larga;theodore_929@uol.com;Bradesco;574288;Elo;Sim;TV por assinatura;Não Gosta;Não Gosta;Não;Própria;Produção Fonográfica;C4 Pallas;Citroën;89;Coxinha;Gosta;Guabiroba;Rabo-de-gato;Panda gigante;Futebol;Paris Saint-Germain;Particular;594;
id-0000100;Davi Miguel;Masculino;85;Divorciado;M715700526;64193008242;Holambra;SP;Região Sudeste;4;1,82;63;Não Alérgico;Gêmeos;912468710;Whatsapp;Banda Larga;davimiguel_196@terra.com;Banco do Brasil;252929;Diners Club;Sim;TV aberta;Não Gosta;Não Gosta;Raramente;Própria;Biotecnologia e Bioquímica;X80;Lifan;87;Café coado no filtro de pano;Não Gosta;Mirtilo ;Maravilha;Hiena;Natação e Saltos Ornamentais;São Mateus;Pública;0;
id-0000101;Pérola;Feminino;58;Solteira;W946398109;82975536529;Mucugê;BA;Região Nordeste;0;1,65;71;Não Alérgica;Aquário;920196845;Celular;Wifi;perola_080@uol.com;Bradesco;922221;American Express;Sim;TV aberta;Não Gosta;Gosta;Uma vez por mês;Alugada;Eventos;C-15 ;Chevrolet;53;Caruru;Gosta;Mamão ;Ciclame;Vespão;Ginástica;Eslovênia;Não;x;
id-0000102;Maria Emília;Feminino;38;Solteira;Y450154777;69945586299;Formosa do Sul;SC;Região Sul;4;1,52;77;Não Alérgica;Peixes;963991839;Celular;Não tem internet;mariaemilia_234@gmail.com;Itaú;332187;Mastercard;Sim;TV pela internet;Gosta;Gosta;Raramente;Alugada;Engenharia Biomédica;Xavante XTR;Gurgel;127;Caldinho de feijão;Não Gosta;Toranja ;Sapatinho-de-judia;Porquinho-da-índia;Skate;Cori-Sabbá;Particular;578;
id-0000103;Davi Lucca;Masculino;62;Solteiro;R819940154;78297962168;Campo Alegre de Lourdes;BA;Região Nordeste;4;1,75;110;Alérgico;Áries;973243927;Celular;Banda Larga;davilucca@terra.com;Santander;471367;Hipercard;Sim;TV aberta;Gosta;Não Gosta;Raramente;Alugada;Engenharia de Sistemas;GT 1.8 Street;Aldee;209;Galinha à cabidela;Gosta;Granadilla;Lírio-tocha;Baleia;Hóquei;Norwich City;Particular;367;
id-0000104;Nicolas;Masculino;58;Solteiro;Y474493475;44599657529;Alpinópolis;MG;Região Sudeste;2;1,83;69;Alérgico;Aquário;981302076;Celular;Não tem internet;nicolas_376@gmail.com;Caixa Econômica;151115;Mastercard;Sim;TV pela internet;Não Gosta;Gosta;Uma vez por mês;Alugada;Engenharia Nuclear;City;Honda;202;Arroz, feijão, bife e batata frita;Não Gosta;Pitanga;Álisso;Hiena;Padel;Águia de Marabá;Particular;468;
id-0000105;Danielle;Feminino;52;Solteira;W150450697;63659599073;Pinhão;PR;Região Sul;1;1,63;77;Alérgica;Leão;967454182;Celular;Não tem internet;danielle@yahoo.com;Santander;999069;American Express;Não;TV pela internet;Não Gosta;Não Gosta;Raramente;Emprestada;Turismo;3008;Peugeot;72;Pitanga;Gosta;Marmelo ;Confete;Rinoceronte;Boliche;Humaitá;Pública;0;
id-0000106;Melinda;Feminino;83;Casada;W143821894;40211015852;Charrua;RS;Região Sul;2;1,54;91;Alérgica;Gêmeos;983251719;Celular;Wifi;melinda@bol.com;Banco do Brasil;189642;Diners Club;Não;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Produção Cênica;Kia Stinger;Kia;232;Rapadura;Gosta;Pulasan;Anêmona-do-japão;Órix;Bodyboard;CSP;Particular;443;
id-0000107;Alice;Feminino;25;Divorciada;Y256204303;46813831818;Santa Brígida;BA;Região Nordeste;4;1,66;73;Não Alérgica;Gêmeos;940774489;Whatsapp;Não tem internet;alice_475@bol.com;Itaú;650277;Hipercard;Não;TV aberta;Não Gosta;Gosta;Raramente;Própria;Teatro;A-20 ;Chevrolet;258;Galinhada com pequi;Gosta;Butiá;Amor-perfeito-dos-jardins;Cavalo;Hóquei;Holanda;Particular;311;
id-0000108;Mauro;Masculino;22;Divorciado;W718428747;61341105397;Upanema;RN;Região Nordeste;3;1,55;67;Não Alérgico;Câncer;975774841;Whatsapp;Banda Larga;mauro_598@yahoo.com;Caixa Econômica;828948;Visa;Não;TV aberta;Gosta;Gosta;Uma vez por mês;Alugada;Engenharia de Minas;Kia Morning;Kia;341;Torta de liquidicador;Gosta;Quina;Centáurea;Tigre;Beisebol;Marrocos;Particular;513;
id-0000109;Elodie;Feminino;63;Casada;R804544640;58199051031;Mossoró;RN;Região Nordeste;1;1,89;67;Não Alérgica;Virgem;900785426;Whatsapp;4G;elodie@uol.com;Bradesco;993044;Elo;Não;TV aberta;Não Gosta;Não Gosta;Não;Alugada;Ciências Sociais;Kia Sorento;Kia;129;Pizza assado no forno à lenha;Não Gosta;Pitangão;Açafrão-da-conchinchina;Águia;Corrida;Afogados;Pública;0;
id-0000110;Maria Fernanda;Feminino;59;Divorciada;Y226096050;75115383440;Abreulândia;TO;Região Norte;3;1,96;60;Não Alérgica;Gêmeos;917512543;Celular;Banda Larga;mariafernanda@gmail.com;Itaú;324393;Elo;Sim;TV aberta;Gosta;Não Gosta;Uma vez por mês;Emprestada;Relações Internacionais;Candango;DKW-Vemag;342;Pato no tucupi;Não Gosta;Heisteria;Flor-de-maio;Sapo;Paintball;Floresta;Pública;0;
id-0000111;Clarisse;Feminino;50;Solteira;M502307322;34505233377;Igaratinga;MG;Região Sudeste;0;1,93;69;Não Alérgica;Sagitário;968265093;Celular;Não tem internet;clarisse@terra.com;Itaú;379635;Elo;Sim;TV aberta;Gosta;Gosta;Raramente;Própria;Engenharia de Biossistemas;Roadster 356;Chamonix;166;Churrasco grego;Gosta;Cambuci;Moreia-bicolor;Équidnas;Sem preferência;Empoli;Não;x;
id-0000112;Pedro Henrique;Masculino;29;Divorciado;M394114113;70649655383;Governador Newton Bello;MA;Região Nordeste;4;1,79;110;Não Alérgico;Câncer;986517578;Celular;Banda Larga;pedrohenrique_951@yahoo.com;Santander;950090;Hipercard;Sim;TV por assinatura;Gosta;Gosta;Raramente;Própria;História;AM3;Puma;133;Caldo de mocotó;Não Gosta;Mamoncillo;Agapanto;Mula;Pesca;Getafe;Pública;0;
id-0000113;Davi Lucas;Masculino;62;Solteiro;M176780688;24343159656;Coração de Jesus;MG;Região Sudeste;0;1,63;64;Não Alérgico;Touro;932429371;Whatsapp;Banda Larga;davilucas_266@bol.com;Bradesco;423586;Elo;Não;TV pela internet;Gosta;Gosta;Uma vez por mês;Emprestada;Engenharia de Transporte e da Mobilidade;Town & Country;Chrysler/Dodge;242;Melão de Mossoró-RN;Não Gosta;Jambolão;Lobélia-azul;Uapiti;Tênis de Mesa;Juventude;Não;x;
